Cluster 1 ,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9 ,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Custer 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34
-0.083333333,-0.111111111,-0.138888889,-0.138888889,-0.083333333,-0.111111111,-0.138888889,-0.166666667,-0.138888889,-0.138888889,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.138888889,-0.166666667,-0.138888889,-0.166666667,-0.138888889,-0.166666667,-0.138888889,-0.083333333,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.125,-0.166666667,-0.138888889,-0.138888889,-0.125,-0.166666667,-0.166666667,-0.138888889,-0.152777778,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.152777778,-0.166666667,-0.166666667,-0.166666667,-0.152777778,-0.166666667,-0.125,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.125,-0.166666667,-0.166666667,-0.152777778,-0.083333333,-0.111111111,-0.138888889,-0.152777778,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.152777778,-0.166666667,-0.166666667,-0.125,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.055555556,-0.111111111,-0.166666667,-0.166666667,-0.055555556,-0.166666667,-0.111111111,-0.166666667,-0.166666667,-0.166666667,-0.111111111,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.111111111,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.111111111,-0.166666667,-0.138888889,-0.166666667,-0.055555556,-0.111111111,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.152777778,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.083333333,-0.111111111,-0.166666667,-0.138888889,-0.083333333,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.166666667,-0.138888889,-0.111111111,-0.125,-0.166666667,-0.166666667,-0.138888889,-0.152777778,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.152777778,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.166666667,-0.083333333,-0.166666667,-0.125,-0.166666667,-0.166666667,-0.083333333,-0.125,-0.166666667,-0.125,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.055555556,-0.111111111,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.083333333,-0.111111111,-0.138888889,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.138888889,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667,-0.166666667
-0.083333333,-0.111111111,-0.166666667,-0.194444444,-0.166666667,-0.222222222,-0.222222222,-0.25,-0.222222222,-0.138888889,-0.25,-0.194444444,-0.166666667,-0.25,-0.277777778,-0.222222222,-0.194444444,-0.277777778,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.166666667,-0.25,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.222222222
-0.166666667,-0.222222222,-0.222222222,-0.25,-0.25,-0.333333333,-0.25,-0.222222222,-0.222222222,-0.277777778,-0.291666667,-0.305555556,-0.25,-0.305555556,-0.333333333,-0.291666667,-0.277777778,-0.319444444,-0.305555556,-0.305555556,-0.305555556,-0.25,-0.333333333,-0.333333333,-0.291666667,-0.333333333,-0.319444444,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.208333333,-0.277777778,-0.25,-0.236111111,-0.166666667,-0.222222222,-0.222222222,-0.208333333,-0.222222222,-0.305555556,-0.333333333,-0.333333333,-0.305555556,-0.319444444,-0.333333333,-0.298611111,-0.319444444,-0.319444444,-0.277777778,-0.291666667,-0.305555556,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.166666667,-0.111111111,-0.222222222,-0.222222222,-0.333333333,-0.111111111,-0.277777778,-0.222222222,-0.333333333,-0.222222222,-0.333333333,-0.222222222,-0.277777778,-0.277777778,-0.333333333,-0.277777778,-0.222222222,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.222222222,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333
-0.25,-0.166666667,-0.277777778,-0.222222222,-0.333333333,-0.111111111,-0.194444444,-0.194444444,-0.222222222,-0.305555556,-0.333333333,-0.277777778,-0.333333333,-0.291666667,-0.333333333,-0.319444444,-0.277777778,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.222222222,-0.277777778,-0.194444444,-0.166666667,-0.222222222,-0.222222222,-0.277777778,-0.166666667,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.305555556,-0.305555556,-0.305555556,-0.277777778,-0.25,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.291666667,-0.222222222,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.25,-0.222222222,-0.222222222,-0.333333333,-0.291666667,-0.305555556,-0.333333333,-0.25,-0.277777778,-0.305555556,-0.305555556,-0.25,-0.319444444,-0.277777778,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.208333333,-0.333333333,-0.166666667,-0.25,-0.25,-0.333333333,-0.166666667,-0.166666667,-0.25,-0.333333333,-0.25,-0.333333333,-0.25,-0.333333333,-0.333333333,-0.291666667,-0.333333333,-0.291666667,-0.291666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.291666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.333333333,-0.111111111,-0.222222222,-0.333333333,-0.111111111,-0.194444444,-0.277777778,-0.222222222,-0.333333333,-0.166666667,-0.333333333,-0.305555556,-0.333333333,-0.277777778,-0.277777778,-0.333333333,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.166666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.333333333,-0.111111111,-0.166666667,-0.277777778,-0.166666667,-0.222222222,-0.222222222,-0.25,-0.222222222,-0.333333333,-0.25,-0.194444444,-0.333333333,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.305555556,-0.222222222,-0.333333333,-0.333333333,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.222222222,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.166666667,-0.222222222,-0.25,-0.222222222,-0.083333333,-0.111111111,-0.222222222,-0.277777778,-0.25,-0.277777778,-0.333333333,-0.333333333,-0.277777778,-0.305555556,-0.277777778,-0.305555556,-0.277777778,-0.305555556,-0.222222222,-0.25,-0.25,-0.166666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.208333333,-0.277777778,-0.25,-0.222222222,-0.125,-0.166666667,-0.25,-0.25,-0.263888889,-0.305555556,-0.333333333,-0.333333333,-0.305555556,-0.305555556,-0.333333333,-0.291666667,-0.319444444,-0.305555556,-0.25,-0.277777778,-0.291666667,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.208333333,-0.277777778,-0.277777778,-0.236111111,-0.083333333,-0.111111111,-0.222222222,-0.263888889,-0.25,-0.305555556,-0.333333333,-0.333333333,-0.305555556,-0.319444444,-0.333333333,-0.3125,-0.319444444,-0.319444444,-0.25,-0.263888889,-0.305555556,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.333333333,-0.055555556,-0.111111111,-0.333333333,-0.166666667,-0.055555556,-0.333333333,-0.111111111,-0.166666667,-0.333333333,-0.166666667,-0.111111111,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.166666667,-0.333333333,-0.333333333,-0.166666667,-0.333333333,-0.166666667,-0.333333333,-0.111111111,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.055555556,-0.194444444,-0.25,-0.277777778,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.291666667,-0.333333333,-0.319444444,-0.305555556,-0.305555556,-0.305555556,-0.277777778,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.333333333,-0.111111111,-0.138888889,-0.333333333,-0.083333333,-0.111111111,-0.333333333,-0.138888889,-0.083333333,-0.333333333,-0.25,-0.194444444,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.194444444,-0.333333333,-0.333333333,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.222222222,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.277777778,-0.25,-0.194444444,-0.125,-0.166666667,-0.25,-0.25,-0.263888889,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.305555556,-0.277777778,-0.319444444,-0.305555556,-0.291666667,-0.25,-0.222222222,-0.291666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.333333333,-0.166666667,-0.083333333,-0.333333333,-0.125,-0.166666667,-0.333333333,-0.083333333,-0.125,-0.333333333,-0.125,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.208333333,-0.333333333,-0.333333333,-0.291666667,-0.333333333,-0.166666667,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.277777778,-0.222222222,-0.222222222,-0.166666667,-0.055555556,-0.194444444,-0.277777778,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.277777778,-0.305555556,-0.305555556,-0.305555556,-0.305555556,-0.277777778,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.25,-0.222222222,-0.25,-0.25,-0.083333333,-0.111111111,-0.222222222,-0.277777778,-0.25,-0.305555556,-0.333333333,-0.333333333,-0.333333333,-0.305555556,-0.333333333,-0.305555556,-0.305555556,-0.333333333,-0.277777778,-0.277777778,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.333333333
-0.083333333,-0.111111111,-0.166666667,-0.194444444,-0.166666667,-0.222222222,-0.25,-0.277777778,-0.277777778,-0.138888889,-0.25,-0.194444444,-0.166666667,-0.25,-0.277777778,-0.222222222,-0.194444444,-0.277777778,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.166666667,-0.25,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.222222222
-0.166666667,-0.222222222,-0.277777778,-0.305555556,-0.25,-0.333333333,-0.25,-0.277777778,-0.25,-0.277777778,-0.416666667,-0.361111111,-0.305555556,-0.416666667,-0.444444444,-0.375,-0.347222222,-0.444444444,-0.361111111,-0.430555556,-0.375,-0.291666667,-0.333333333,-0.458333333,-0.416666667,-0.5,-0.375,-0.444444444,-0.333333333,-0.458333333,-0.5,-0.388888889,-0.444444444,-0.444444444
-0.25,-0.333333333,-0.277777778,-0.25,-0.166666667,-0.222222222,-0.25,-0.222222222,-0.277777778,-0.416666667,-0.416666667,-0.472222222,-0.388888889,-0.416666667,-0.388888889,-0.388888889,-0.416666667,-0.388888889,-0.333333333,-0.333333333,-0.388888889,-0.333333333,-0.5,-0.5,-0.458333333,-0.5,-0.486111111,-0.5,-0.416666667,-0.5,-0.5,-0.5,-0.5,-0.5
-0.166666667,-0.111111111,-0.222222222,-0.277777778,-0.333333333,-0.111111111,-0.388888889,-0.222222222,-0.333333333,-0.222222222,-0.333333333,-0.222222222,-0.277777778,-0.333333333,-0.388888889,-0.333333333,-0.277777778,-0.388888889,-0.388888889,-0.444444444,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.222222222,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333
-0.25,-0.222222222,-0.333333333,-0.25,-0.333333333,-0.111111111,-0.25,-0.222222222,-0.222222222,-0.361111111,-0.5,-0.388888889,-0.416666667,-0.361111111,-0.416666667,-0.416666667,-0.361111111,-0.416666667,-0.416666667,-0.416666667,-0.444444444,-0.416666667,-0.444444444,-0.5,-0.5,-0.5,-0.444444444,-0.388888889,-0.472222222,-0.5,-0.5,-0.5,-0.444444444,-0.5
-0.333333333,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.222222222,-0.277777778,-0.277777778,-0.166666667,-0.444444444,-0.416666667,-0.361111111,-0.472222222,-0.333333333,-0.361111111,-0.416666667,-0.388888889,-0.361111111,-0.361111111,-0.305555556,-0.333333333,-0.416666667,-0.5,-0.416666667,-0.5,-0.5,-0.5,-0.388888889,-0.472222222,-0.5,-0.5,-0.5,-0.5,-0.5
-0.333333333,-0.222222222,-0.277777778,-0.194444444,-0.25,-0.333333333,-0.25,-0.277777778,-0.25,-0.444444444,-0.416666667,-0.361111111,-0.472222222,-0.305555556,-0.333333333,-0.402777778,-0.375,-0.333333333,-0.388888889,-0.319444444,-0.375,-0.458333333,-0.5,-0.458333333,-0.5,-0.5,-0.486111111,-0.444444444,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
-0.25,-0.333333333,-0.166666667,-0.333333333,-0.25,-0.333333333,-0.166666667,-0.166666667,-0.25,-0.416666667,-0.25,-0.416666667,-0.333333333,-0.5,-0.416666667,-0.375,-0.458333333,-0.416666667,-0.416666667,-0.458333333,-0.375,-0.375,-0.5,-0.458333333,-0.416666667,-0.333333333,-0.458333333,-0.5,-0.416666667,-0.5,-0.5,-0.5,-0.5,-0.5
