Cluster 1 ,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9 ,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Custer 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34
-0.25,-0.444444444,-0.111111111,-0.25,-0.333333333,-0.111111111,-0.25,-0.333333333,-0.222222222,-0.472222222,-0.166666667,-0.5,-0.305555556,-0.472222222,-0.305555556,-0.305555556,-0.472222222,-0.305555556,-0.416666667,-0.416666667,-0.444444444,-0.416666667,-0.5,-0.5,-0.333333333,-0.166666667,-0.5,-0.5,-0.472222222,-0.5,-0.333333333,-0.5,-0.5,-0.5
-0.416666667,-0.111111111,-0.166666667,-0.305555556,-0.166666667,-0.222222222,-0.25,-0.277777778,-0.277777778,-0.472222222,-0.25,-0.194444444,-0.5,-0.361111111,-0.388888889,-0.444444444,-0.416666667,-0.388888889,-0.444444444,-0.388888889,-0.222222222,-0.5,-0.5,-0.25,-0.5,-0.333333333,-0.5,-0.222222222,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
-0.166666667,-0.222222222,-0.277777778,-0.277777778,-0.166666667,-0.222222222,-0.25,-0.305555556,-0.222222222,-0.277777778,-0.416666667,-0.361111111,-0.305555556,-0.388888889,-0.416666667,-0.361111111,-0.333333333,-0.416666667,-0.305555556,-0.361111111,-0.333333333,-0.25,-0.333333333,-0.416666667,-0.416666667,-0.5,-0.361111111,-0.388888889,-0.305555556,-0.416666667,-0.5,-0.361111111,-0.388888889,-0.388888889
-0.25,-0.333333333,-0.222222222,-0.222222222,-0.25,-0.333333333,-0.333333333,-0.222222222,-0.277777778,-0.416666667,-0.333333333,-0.444444444,-0.361111111,-0.388888889,-0.333333333,-0.347222222,-0.402777778,-0.333333333,-0.361111111,-0.347222222,-0.402777778,-0.375,-0.5,-0.479166667,-0.395833333,-0.416666667,-0.472222222,-0.5,-0.416666667,-0.479166667,-0.416666667,-0.5,-0.5,-0.5
-0.208333333,-0.277777778,-0.305555556,-0.291666667,-0.166666667,-0.222222222,-0.25,-0.291666667,-0.222222222,-0.347222222,-0.458333333,-0.430555556,-0.361111111,-0.430555556,-0.444444444,-0.402777778,-0.388888889,-0.444444444,-0.333333333,-0.375,-0.375,-0.291666667,-0.416666667,-0.5,-0.458333333,-0.5,-0.444444444,-0.5,-0.388888889,-0.5,-0.5,-0.458333333,-0.5,-0.5
-0.333333333,-0.111111111,-0.222222222,-0.277777778,-0.333333333,-0.111111111,-0.222222222,-0.222222222,-0.333333333,-0.388888889,-0.333333333,-0.222222222,-0.444444444,-0.333333333,-0.388888889,-0.416666667,-0.361111111,-0.388888889,-0.472222222,-0.444444444,-0.333333333,-0.5,-0.444444444,-0.333333333,-0.5,-0.333333333,-0.444444444,-0.222222222,-0.5,-0.5,-0.5,-0.5,-0.444444444,-0.5
-0.333333333,-0.166666667,-0.277777778,-0.25,-0.333333333,-0.111111111,-0.166666667,-0.25,-0.333333333,-0.416666667,-0.416666667,-0.305555556,-0.472222222,-0.333333333,-0.388888889,-0.430555556,-0.375,-0.388888889,-0.458333333,-0.416666667,-0.388888889,-0.5,-0.472222222,-0.416666667,-0.5,-0.5,-0.472222222,-0.333333333,-0.5,-0.5,-0.5,-0.5,-0.472222222,-0.5
-0.25,-0.222222222,-0.277777778,-0.305555556,-0.166666667,-0.222222222,-0.277777778,-0.277777778,-0.166666667,-0.361111111,-0.416666667,-0.361111111,-0.388888889,-0.416666667,-0.444444444,-0.416666667,-0.388888889,-0.444444444,-0.361111111,-0.388888889,-0.333333333,-0.333333333,-0.444444444,-0.416666667,-0.458333333,-0.5,-0.430555556,-0.388888889,-0.444444444,-0.458333333,-0.5,-0.486111111,-0.444444444,-0.5
-0.291666667,-0.333333333,-0.222222222,-0.194444444,-0.25,-0.333333333,-0.333333333,-0.222222222,-0.277777778,-0.458333333,-0.333333333,-0.444444444,-0.402777778,-0.361111111,-0.305555556,-0.354166667,-0.409722222,-0.305555556,-0.368055556,-0.319444444,-0.402777778,-0.416666667,-0.5,-0.479166667,-0.458333333,-0.416666667,-0.493055556,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
-0.291666667,-0.333333333,-0.166666667,-0.25,-0.25,-0.333333333,-0.333333333,-0.166666667,-0.25,-0.458333333,-0.25,-0.416666667,-0.375,-0.416666667,-0.333333333,-0.354166667,-0.4375,-0.333333333,-0.395833333,-0.375,-0.375,-0.416666667,-0.5,-0.458333333,-0.395833333,-0.333333333,-0.479166667,-0.5,-0.5,-0.479166667,-0.416666667,-0.5,-0.5,-0.5
-0.333333333,-0.222222222,-0.222222222,-0.25,-0.333333333,-0.111111111,-0.166666667,-0.277777778,-0.333333333,-0.444444444,-0.333333333,-0.333333333,-0.444444444,-0.361111111,-0.361111111,-0.402777778,-0.402777778,-0.361111111,-0.458333333,-0.416666667,-0.388888889,-0.5,-0.5,-0.416666667,-0.5,-0.333333333,-0.472222222,-0.388888889,-0.5,-0.5,-0.5,-0.5,-0.472222222,-0.5
-0.25,-0.222222222,-0.277777778,-0.305555556,-0.166666667,-0.222222222,-0.25,-0.305555556,-0.222222222,-0.361111111,-0.416666667,-0.361111111,-0.388888889,-0.416666667,-0.444444444,-0.416666667,-0.388888889,-0.444444444,-0.361111111,-0.388888889,-0.333333333,-0.333333333,-0.444444444,-0.416666667,-0.458333333,-0.5,-0.430555556,-0.388888889,-0.444444444,-0.458333333,-0.5,-0.486111111,-0.444444444,-0.5
-0.083333333,-0.111111111,-0.166666667,-0.194444444,-0.166666667,-0.222222222,-0.222222222,-0.25,-0.222222222,-0.138888889,-0.25,-0.194444444,-0.166666667,-0.25,-0.277777778,-0.222222222,-0.194444444,-0.277777778,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.166666667,-0.25,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.222222222
-0.166666667,-0.222222222,-0.222222222,-0.25,-0.25,-0.333333333,-0.25,-0.222222222,-0.222222222,-0.277777778,-0.375,-0.361111111,-0.305555556,-0.416666667,-0.388888889,-0.347222222,-0.361111111,-0.402777778,-0.361111111,-0.444444444,-0.388888889,-0.333333333,-0.333333333,-0.458333333,-0.416666667,-0.5,-0.375,-0.444444444,-0.333333333,-0.458333333,-0.5,-0.388888889,-0.444444444,-0.444444444
-0.208333333,-0.277777778,-0.25,-0.236111111,-0.166666667,-0.222222222,-0.222222222,-0.208333333,-0.222222222,-0.388888889,-0.416666667,-0.472222222,-0.361111111,-0.430555556,-0.388888889,-0.395833333,-0.402777778,-0.402777778,-0.333333333,-0.347222222,-0.388888889,-0.333333333,-0.5,-0.583333333,-0.458333333,-0.5,-0.513888889,-0.611111111,-0.444444444,-0.583333333,-0.5,-0.555555556,-0.611111111,-0.611111111
-0.166666667,-0.111111111,-0.222222222,-0.222222222,-0.333333333,-0.111111111,-0.277777778,-0.222222222,-0.333333333,-0.222222222,-0.333333333,-0.222222222,-0.277777778,-0.277777778,-0.333333333,-0.333333333,-0.277777778,-0.388888889,-0.388888889,-0.444444444,-0.333333333,-0.333333333,-0.277777778,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.222222222,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333
-0.25,-0.166666667,-0.277777778,-0.222222222,-0.333333333,-0.111111111,-0.194444444,-0.194444444,-0.222222222,-0.361111111,-0.5,-0.333333333,-0.444444444,-0.319444444,-0.388888889,-0.430555556,-0.361111111,-0.416666667,-0.472222222,-0.444444444,-0.444444444,-0.5,-0.444444444,-0.5,-0.583333333,-0.666666667,-0.472222222,-0.388888889,-0.5,-0.583333333,-0.666666667,-0.527777778,-0.5,-0.555555556
-0.25,-0.222222222,-0.277777778,-0.194444444,-0.166666667,-0.222222222,-0.222222222,-0.277777778,-0.166666667,-0.416666667,-0.5,-0.388888889,-0.444444444,-0.333333333,-0.333333333,-0.416666667,-0.361111111,-0.361111111,-0.333333333,-0.305555556,-0.388888889,-0.333333333,-0.555555556,-0.5,-0.583333333,-0.666666667,-0.527777778,-0.444444444,-0.555555556,-0.583333333,-0.666666667,-0.638888889,-0.555555556,-0.666666667
-0.291666667,-0.222222222,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.25,-0.222222222,-0.222222222,-0.472222222,-0.375,-0.361111111,-0.472222222,-0.305555556,-0.277777778,-0.375,-0.375,-0.305555556,-0.388888889,-0.305555556,-0.388888889,-0.5,-0.611111111,-0.458333333,-0.583333333,-0.5,-0.569444444,-0.444444444,-0.611111111,-0.625,-0.666666667,-0.666666667,-0.611111111,-0.666666667
-0.208333333,-0.333333333,-0.166666667,-0.25,-0.25,-0.333333333,-0.166666667,-0.166666667,-0.25,-0.416666667,-0.25,-0.5,-0.333333333,-0.5,-0.333333333,-0.333333333,-0.458333333,-0.375,-0.416666667,-0.416666667,-0.416666667,-0.333333333,-0.5,-0.583333333,-0.416666667,-0.333333333,-0.541666667,-0.666666667,-0.5,-0.625,-0.5,-0.583333333,-0.666666667,-0.666666667
-0.25,-0.333333333,-0.111111111,-0.222222222,-0.333333333,-0.111111111,-0.194444444,-0.277777778,-0.222222222,-0.5,-0.166666667,-0.444444444,-0.305555556,-0.444444444,-0.277777778,-0.305555556,-0.472222222,-0.305555556,-0.472222222,-0.444444444,-0.444444444,-0.5,-0.666666667,-0.5,-0.333333333,-0.166666667,-0.555555556,-0.555555556,-0.5,-0.583333333,-0.333333333,-0.666666667,-0.611111111,-0.666666667
-0.333333333,-0.111111111,-0.166666667,-0.277777778,-0.166666667,-0.222222222,-0.222222222,-0.25,-0.222222222,-0.444444444,-0.25,-0.194444444,-0.5,-0.361111111,-0.388888889,-0.444444444,-0.388888889,-0.416666667,-0.444444444,-0.416666667,-0.222222222,-0.5,-0.555555556,-0.25,-0.583333333,-0.333333333,-0.527777778,-0.222222222,-0.611111111,-0.583333333,-0.666666667,-0.638888889,-0.555555556,-0.666666667
-0.166666667,-0.222222222,-0.25,-0.222222222,-0.083333333,-0.111111111,-0.222222222,-0.277777778,-0.25,-0.277777778,-0.416666667,-0.361111111,-0.305555556,-0.361111111,-0.416666667,-0.333333333,-0.333333333,-0.388888889,-0.25,-0.277777778,-0.305555556,-0.25,-0.333333333,-0.416666667,-0.416666667,-0.5,-0.361111111,-0.388888889,-0.305555556,-0.416666667,-0.5,-0.361111111,-0.388888889,-0.388888889
-0.208333333,-0.277777778,-0.25,-0.222222222,-0.125,-0.166666667,-0.25,-0.25,-0.263888889,-0.388888889,-0.416666667,-0.472222222,-0.361111111,-0.416666667,-0.361111111,-0.388888889,-0.388888889,-0.388888889,-0.305555556,-0.291666667,-0.361111111,-0.291666667,-0.5,-0.583333333,-0.458333333,-0.5,-0.513888889,-0.611111111,-0.444444444,-0.583333333,-0.5,-0.555555556,-0.611111111,-0.611111111
-0.208333333,-0.277777778,-0.277777778,-0.236111111,-0.083333333,-0.111111111,-0.222222222,-0.263888889,-0.25,-0.388888889,-0.5,-0.5,-0.388888889,-0.430555556,-0.416666667,-0.409722222,-0.402777778,-0.430555556,-0.277777778,-0.291666667,-0.333333333,-0.25,-0.5,-0.666666667,-0.541666667,-0.666666667,-0.541666667,-0.666666667,-0.472222222,-0.666666667,-0.666666667,-0.583333333,-0.666666667,-0.666666667
-0.333333333,-0.055555556,-0.111111111,-0.333333333,-0.166666667,-0.055555556,-0.333333333,-0.111111111,-0.166666667,-0.388888889,-0.166666667,-0.111111111,-0.444444444,-0.388888889,-0.444444444,-0.444444444,-0.388888889,-0.444444444,-0.5,-0.5,-0.166666667,-0.5,-0.444444444,-0.166666667,-0.5,-0.166666667,-0.444444444,-0.111111111,-0.5,-0.5,-0.5,-0.5,-0.444444444,-0.5
-0.25,-0.222222222,-0.277777778,-0.222222222,-0.166666667,-0.055555556,-0.194444444,-0.25,-0.277777778,-0.416666667,-0.5,-0.388888889,-0.444444444,-0.375,-0.388888889,-0.430555556,-0.388888889,-0.416666667,-0.333333333,-0.333333333,-0.388888889,-0.333333333,-0.555555556,-0.5,-0.583333333,-0.666666667,-0.527777778,-0.444444444,-0.555555556,-0.583333333,-0.666666667,-0.638888889,-0.555555556,-0.666666667
-0.333333333,-0.111111111,-0.138888889,-0.333333333,-0.083333333,-0.111111111,-0.333333333,-0.138888889,-0.083333333,-0.444444444,-0.166666667,-0.166666667,-0.472222222,-0.444444444,-0.472222222,-0.472222222,-0.444444444,-0.472222222,-0.416666667,-0.416666667,-0.138888889,-0.416666667,-0.555555556,-0.166666667,-0.5,-0.166666667,-0.5,-0.166666667,-0.583333333,-0.5,-0.5,-0.611111111,-0.5,-0.611111111
-0.25,-0.277777778,-0.25,-0.194444444,-0.125,-0.166666667,-0.25,-0.25,-0.263888889,-0.444444444,-0.416666667,-0.472222222,-0.444444444,-0.361111111,-0.361111111,-0.375,-0.416666667,-0.347222222,-0.319444444,-0.291666667,-0.361111111,-0.291666667,-0.555555556,-0.583333333,-0.583333333,-0.5,-0.583333333,-0.611111111,-0.583333333,-0.666666667,-0.666666667,-0.638888889,-0.666666667,-0.666666667
-0.333333333,-0.166666667,-0.083333333,-0.333333333,-0.125,-0.166666667,-0.333333333,-0.083333333,-0.125,-0.5,-0.125,-0.166666667,-0.416666667,-0.5,-0.416666667,-0.416666667,-0.5,-0.416666667,-0.458333333,-0.458333333,-0.166666667,-0.458333333,-0.666666667,-0.166666667,-0.458333333,-0.166666667,-0.5,-0.166666667,-0.583333333,-0.5,-0.5,-0.666666667,-0.5,-0.666666667
-0.25,-0.277777778,-0.222222222,-0.222222222,-0.166666667,-0.055555556,-0.194444444,-0.277777778,-0.277777778,-0.444444444,-0.333333333,-0.444444444,-0.416666667,-0.388888889,-0.388888889,-0.388888889,-0.444444444,-0.361111111,-0.333333333,-0.333333333,-0.388888889,-0.333333333,-0.555555556,-0.5,-0.5,-0.333333333,-0.555555556,-0.555555556,-0.555555556,-0.583333333,-0.5,-0.611111111,-0.611111111,-0.611111111
-0.25,-0.222222222,-0.25,-0.25,-0.083333333,-0.111111111,-0.222222222,-0.277777778,-0.25,-0.416666667,-0.416666667,-0.361111111,-0.416666667,-0.416666667,-0.416666667,-0.444444444,-0.416666667,-0.416666667,-0.305555556,-0.305555556,-0.305555556,-0.25,-0.555555556,-0.416666667,-0.5,-0.5,-0.5,-0.388888889,-0.527777778,-0.5,-0.5,-0.611111111,-0.5,-0.611111111
-0.083333333,-0.111111111,-0.138888889,-0.138888889,-0.083333333,-0.111111111,-0.138888889,-0.166666667,-0.138888889,-0.138888889,-0.25,-0.194444444,-0.166666667,-0.222222222,-0.277777778,-0.194444444,-0.194444444,-0.25,-0.166666667,-0.194444444,-0.194444444,-0.166666667,-0.166666667,-0.25,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.166666667,-0.25,-0.333333333,-0.194444444,-0.222222222,-0.222222222
-0.125,-0.166666667,-0.138888889,-0.138888889,-0.125,-0.166666667,-0.166666667,-0.138888889,-0.152777778,-0.25,-0.25,-0.305555556,-0.222222222,-0.277777778,-0.25,-0.25,-0.263888889,-0.25,-0.222222222,-0.25,-0.263888889,-0.25,-0.333333333,-0.416666667,-0.291666667,-0.333333333,-0.347222222,-0.444444444,-0.305555556,-0.416666667,-0.333333333,-0.388888889,-0.444444444,-0.444444444
-0.125,-0.166666667,-0.166666667,-0.152777778,-0.083333333,-0.111111111,-0.138888889,-0.152777778,-0.138888889,-0.25,-0.333333333,-0.333333333,-0.25,-0.305555556,-0.305555556,-0.277777778,-0.277777778,-0.305555556,-0.208333333,-0.222222222,-0.25,-0.208333333,-0.333333333,-0.5,-0.375,-0.5,-0.375,-0.5,-0.333333333,-0.5,-0.5,-0.416666667,-0.5,-0.5
-0.166666667,-0.055555556,-0.111111111,-0.166666667,-0.166666667,-0.055555556,-0.166666667,-0.111111111,-0.166666667,-0.222222222,-0.166666667,-0.111111111,-0.277777778,-0.222222222,-0.277777778,-0.277777778,-0.222222222,-0.277777778,-0.333333333,-0.333333333,-0.166666667,-0.333333333,-0.277777778,-0.166666667,-0.333333333,-0.166666667,-0.277777778,-0.111111111,-0.333333333,-0.333333333,-0.333333333,-0.333333333,-0.277777778,-0.333333333
-0.166666667,-0.111111111,-0.166666667,-0.138888889,-0.166666667,-0.055555556,-0.111111111,-0.138888889,-0.166666667,-0.277777778,-0.333333333,-0.222222222,-0.333333333,-0.236111111,-0.277777778,-0.305555556,-0.25,-0.277777778,-0.305555556,-0.277777778,-0.277777778,-0.333333333,-0.388888889,-0.333333333,-0.5,-0.5,-0.388888889,-0.277777778,-0.444444444,-0.5,-0.666666667,-0.5,-0.444444444,-0.555555556
-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.083333333,-0.111111111,-0.166666667,-0.138888889,-0.083333333,-0.277777778,-0.25,-0.194444444,-0.305555556,-0.277777778,-0.305555556,-0.305555556,-0.277777778,-0.305555556,-0.25,-0.25,-0.194444444,-0.25,-0.388888889,-0.25,-0.416666667,-0.333333333,-0.361111111,-0.222222222,-0.416666667,-0.416666667,-0.5,-0.472222222,-0.388888889,-0.5
-0.166666667,-0.166666667,-0.138888889,-0.111111111,-0.125,-0.166666667,-0.166666667,-0.138888889,-0.152777778,-0.333333333,-0.25,-0.305555556,-0.305555556,-0.222222222,-0.222222222,-0.25,-0.277777778,-0.208333333,-0.236111111,-0.208333333,-0.263888889,-0.291666667,-0.5,-0.416666667,-0.416666667,-0.333333333,-0.472222222,-0.444444444,-0.472222222,-0.583333333,-0.5,-0.638888889,-0.611111111,-0.777777778
-0.166666667,-0.166666667,-0.083333333,-0.166666667,-0.125,-0.166666667,-0.166666667,-0.083333333,-0.125,-0.333333333,-0.125,-0.25,-0.25,-0.333333333,-0.25,-0.25,-0.333333333,-0.25,-0.291666667,-0.291666667,-0.208333333,-0.291666667,-0.5,-0.291666667,-0.291666667,-0.166666667,-0.416666667,-0.333333333,-0.416666667,-0.458333333,-0.333333333,-0.583333333,-0.5,-0.666666667
-0.166666667,-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.055555556,-0.111111111,-0.166666667,-0.166666667,-0.333333333,-0.166666667,-0.277777778,-0.277777778,-0.277777778,-0.25,-0.25,-0.305555556,-0.222222222,-0.305555556,-0.277777778,-0.277777778,-0.333333333,-0.5,-0.333333333,-0.333333333,-0.166666667,-0.444444444,-0.388888889,-0.444444444,-0.5,-0.333333333,-0.611111111,-0.555555556,-0.722222222
-0.166666667,-0.111111111,-0.138888889,-0.166666667,-0.083333333,-0.111111111,-0.138888889,-0.166666667,-0.138888889,-0.277777778,-0.25,-0.194444444,-0.305555556,-0.277777778,-0.305555556,-0.305555556,-0.277777778,-0.305555556,-0.25,-0.25,-0.194444444,-0.25,-0.388888889,-0.25,-0.416666667,-0.333333333,-0.361111111,-0.222222222,-0.416666667,-0.416666667,-0.5,-0.472222222,-0.388888889,-0.5
